.,0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,0011 0011,0111 0111,0000 0000,0000 0000,33,77,00,00,88,00,77,FF
.,0,3,3,0,3,3,3,3,0,.,.,.,.,.,.,0011 0011,0111 0111,1000 1000,0000 0000,33,77,88,00,88,00,33,FF
.,.,0,3,3,0,3,3,3,0,.,.,.,.,.,.,0001 0001,1011 1011,1000 1000,0000 0000,11,BB,88,00,CC,00,33,FF
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,0000 0000,0000 0000,0000 0000,0000 0000,00,00,00,00,FF,11,FF,FF
.,.,.,0,2,2,2,0,.,.,.,.,.,.,.,.,0000 0000,1110 0000,0000 0000,0000 0000,00,E0,00,00,EE,00,FF,FF
.,.,0,2,2,2,2,2,0,.,0,.,.,.,.,.,0001 0000,1111 0000,0000 0000,0000 0000,10,F0,00,00,CC,00,55,FF
.,.,0,2,2,2,2,2,0,0,2,0,.,.,.,.,0001 0000,1111 0000,0010 0000,0000 0000,10,F0,20,00,CC,00,00,FF
.,.,0,2,2,2,0,0,2,2,2,0,.,.,.,.,0001 0000,1100 0000,1110 0000,0000 0000,10,C0,E0,00,CC,00,00,FF
.,.,0,2,0,0,2,2,2,2,0,.,.,.,.,.,0001 0000,0011 0000,1100 0000,0000 0000,10,30,C0,00,CC,00,11,FF
.,.,0,0,2,2,2,2,0,0,0,.,.,.,.,.,0000 0000,1111 0000,0000 0000,0000 0000,00,F0,00,00,CC,00,11,FF
.,0,2,2,2,2,0,0,1,0,0,.,.,.,.,.,0011 0000,1100 0000,0000 1000,0000 0000,30,C0,08,00,88,00,11,FF
0,2,2,2,0,0,1,1,1,1,1,0,.,.,.,.,0111 0000,0000 0011,0000 1110,0000 0000,70,03,0E,00,00,00,00,FF
0,2,0,0,1,1,1,1,1,1,1,0,.,.,.,.,0100 0000,0000 1111,0000 1110,0000 0000,40,0F,0E,00,00,00,00,FF
.,0,0,2,0,1,1,1,1,0,0,.,.,.,.,.,0001 0000,0000 0111,0000 1000,0000 0000,10,07,08,00,88,00,11,FF
.,0,2,2,2,0,0,1,0,.,.,.,.,.,.,.,0011 0000,1000 0001,0000 0000,0000 0000,30,81,00,00,88,00,77,FF
.,.,0,0,2,2,2,0,.,.,.,.,.,.,.,.,0010 0000,0110 0000,0000 0000,0000 0000,00,60,00,00,CC,00,FF,FF
.,0,2,2,0,2,2,2,0,.,.,.,.,.,.,.,0001 0000,1011 0000,0000 0000,0000 0000,30,B0,00,00,88,00,77,FF
.,0,2,2,0,2,2,2,2,0,.,.,.,.,.,.,0001 0000,1011 0000,1000 0000,0000 0000,30,B0,80,00,88,00,33,FF
.,0,2,2,0,2,2,2,0,.,.,.,.,.,.,.,0001 0000,1011 0000,0000 0000,0000 0000,30,B0,00,00,88,00,77,FF
0,2,2,0,2,2,2,2,0,.,.,.,.,.,.,.,0001 0000,1010 0000,0000 0000,0000 0000,60,A0,00,00,00,00,77,FF
0,2,2,2,0,0,2,2,2,0,.,.,.,.,.,.,0010 0000,1001 0000,1000 0000,0000 0000,20,90,80,00,00,00,33,FF
0,2,2,2,2,2,0,2,2,0,.,.,.,.,.,.,0010 0000,1111 0000,1000 0000,0000 0000,70,F0,80,00,00,00,33,FF
.,0,2,2,2,2,0,2,2,0,.,.,.,.,.,.,0010 0000,1111 0000,0000 0000,0000 0000,30,F0,80,00,88,00,33,FF
.,.,0,0,2,0,0,2,2,0,.,.,.,.,.,.,0011 0000,0100 0000,1000 0000,0000 0000,00,40,80,00,CC,00,33,FF
.,0,2,2,0,0,2,2,2,0,.,.,.,.,.,.,0011 0000,0011 0000,1000 0000,0000 0000,30,30,80,00,88,00,33,FF
.,0,2,2,2,2,2,2,2,0,.,.,.,.,.,.,0011 0000,1111 0000,1000 0000,0000 0000,30,F0,80,00,88,00,33,FF
0,2,2,2,2,2,2,2,2,2,0,.,.,.,.,.,0111 0000,1111 0000,1000 0000,0000 0000,70,F0,C0,00,00,00,11,FF
0,2,2,2,2,2,2,2,2,2,0,.,.,.,.,.,0111 0000,1111 0000,1100 0000,0000 0000,70,F0,C0,00,00,00,11,FF
0,2,2,2,2,2,2,2,2,2,0,.,.,.,.,.,0111 0000,1111 0000,1100 0000,0000 0000,70,F0,C0,00,00,00,11,FF
.,0,2,2,2,2,2,2,2,2,0,.,.,.,.,.,0011 0000,1111 0000,1100 0000,0000 0000,30,F0,C0,00,88,00,11,FF
.,.,0,0,2,2,2,2,2,0,.,.,.,.,.,.,0000 0000,1111 0000,1000 0000,0000 0000,00,F0,80,00,CC,00,33,FF
.,.,0,0,0,0,0,0,0,.,.,.,.,.,.,.,0000 0000,0000 0000,0000 0000,0000 0000,00,00,00,00,CC,00,77,FF
.,0,3,3,0,0,0,0,3,3,0,.,.,.,.,.,0011 0011,0111 0111,0000 0000,0000 0000,33,77,CC,00,88,00,11,FF
.,0,3,3,3,0,3,3,3,3,0,.,.,.,.,.,0011 0011,0111 0111,1000 1000,0000 0000,33,77,CC,00,88,00,11,FF
.,.,0,3,3,3,0,3,3,0,.,.,.,.,.,.,0001 0001,1011 1011,1000 1000,0000 0000,11,BB,88,00,CC,00,33,FF
