.,0,3,3,0,0,0,0,3,3,0,.,.,.,.,.,0011 0011,0111 0111,0000 0000,0000 0000,33,77,CC,00,88,00,11,FF
.,0,3,3,3,0,3,3,3,3,0,.,.,.,.,.,0011 0011,0111 0111,1000 1000,0000 0000,33,77,CC,00,88,00,11,FF
.,.,0,3,3,3,0,3,3,0,.,.,.,.,.,.,0001 0001,1011 1011,1000 1000,0000 0000,11,BB,88,00,CC,00,33,FF
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,0,0,0,.,.,.,.,.,.,.,.,0000 0000,0000 0000,0000 0000,0000 0000,00,00,00,00,FF,88,FF,FF
.,.,.,.,0,2,2,2,0,.,.,.,.,.,.,.,0000 0000,1110 0000,0000 0000,0000 0000,00,E0,00,00,FF,00,77,FF
.,.,.,0,2,2,2,2,2,0,.,0,.,.,.,.,0001 0000,1111 0000,0000 0000,0000 0000,00,F0,80,00,EE,00,22,FF
.,.,.,0,2,2,2,2,2,0,0,2,0,.,.,.,0001 0000,1111 0000,0010 0000,0000 0000,00,F0,90,00,EE,00,00,77
.,.,.,0,2,2,2,0,0,2,2,2,0,.,.,.,0001 0000,1100 0000,1110 0000,0000 0000,00,C0,70,00,EE,00,00,77
.,.,.,0,2,0,0,2,2,2,2,0,.,.,.,.,0001 0000,0011 0000,1100 0000,0000 0000,00,30,E0,00,EE,00,00,FF
.,.,.,0,0,2,2,2,2,0,0,0,.,.,.,.,0000 0000,1111 0000,0000 0000,0000 0000,00,F0,80,00,EE,00,00,FF
.,.,0,2,2,2,2,0,0,1,0,0,.,.,.,.,0011 0000,1100 0000,0000 1000,0000 0000,10,C0,04,00,CC,00,00,FF
.,0,2,2,2,0,0,1,1,1,1,1,0,.,.,.,0111 0000,0000 0011,0000 1110,0000 0000,30,03,0F,00,88,00,00,77
.,0,2,0,0,1,1,1,1,1,1,1,0,.,.,.,0100 0000,0000 1111,0000 1110,0000 0000,20,0F,0F,00,88,00,00,77
.,.,0,0,2,0,1,1,1,1,0,0,.,.,.,.,0001 0000,0000 0111,0000 1000,0000 0000,00,07,0C,00,CC,00,00,FF
.,.,0,2,2,2,0,0,1,0,.,.,.,.,.,.,0011 0000,1000 0001,0000 0000,0000 0000,10,81,08,00,CC,00,33,FF
.,.,.,0,0,2,2,2,0,.,.,.,.,.,.,.,0010 0000,0110 0000,0000 0000,0000 0000,00,60,00,00,EE,00,77,FF
.,.,0,2,2,0,2,2,2,0,.,.,.,.,.,.,0001 0000,1011 0000,0000 0000,0000 0000,10,B0,80,00,CC,00,33,FF
.,.,0,2,2,0,2,2,2,2,0,.,.,.,.,.,0001 0000,1011 0000,1000 0000,0000 0000,10,B0,C0,00,CC,00,11,FF
.,.,0,2,2,0,2,2,2,0,.,.,.,.,.,.,0001 0000,1011 0000,0000 0000,0000 0000,10,B0,80,00,CC,00,33,FF
.,0,2,2,0,2,2,2,2,0,.,.,.,.,.,.,0001 0000,1010 0000,0000 0000,0000 0000,30,A0,80,00,88,00,33,FF
.,0,2,2,2,0,0,2,2,2,0,.,.,.,.,.,0010 0000,1001 0000,1000 0000,0000 0000,30,90,C0,00,88,00,11,FF
.,0,2,2,2,2,2,0,2,2,0,.,.,.,.,.,0010 0000,1111 0000,1000 0000,0000 0000,30,F0,C0,00,88,00,11,FF
.,.,0,2,2,2,2,0,2,2,0,.,.,.,.,.,0010 0000,1111 0000,0000 0000,0000 0000,10,F0,C0,00,CC,00,11,FF
.,.,.,0,0,2,0,0,2,2,0,.,.,.,.,.,0011 0000,0100 0000,1000 0000,0000 0000,00,40,C0,00,EE,00,11,FF
.,.,0,2,2,0,0,2,2,2,0,.,.,.,.,.,0011 0000,0011 0000,1000 0000,0000 0000,10,30,C0,00,CC,00,11,FF
.,.,0,2,2,2,2,2,2,2,0,.,.,.,.,.,0011 0000,1111 0000,1000 0000,0000 0000,10,F0,C0,00,CC,00,11,FF
.,0,2,2,2,2,2,2,2,2,2,0,.,.,.,.,0111 0000,1111 0000,1000 0000,0000 0000,30,F0,E0,00,88,00,00,FF
.,0,2,2,2,2,2,2,2,2,2,0,.,.,.,.,0111 0000,1111 0000,1100 0000,0000 0000,30,F0,E0,00,88,00,00,FF
.,0,2,2,2,2,2,2,2,2,2,0,.,.,.,.,0111 0000,1111 0000,1100 0000,0000 0000,30,F0,E0,00,88,00,00,FF
.,.,0,2,2,2,2,2,2,2,2,0,.,.,.,.,0011 0000,1111 0000,1100 0000,0000 0000,10,F0,E0,00,CC,00,00,FF
.,.,.,0,0,2,2,2,2,2,0,.,.,.,.,.,0000 0000,1111 0000,1000 0000,0000 0000,00,F0,C0,00,EE,00,11,FF
.,.,.,0,0,0,0,0,0,0,.,.,.,.,.,.,0000 0000,0000 0000,0000 0000,0000 0000,00,00,00,00,EE,00,33,FF
.,.,0,3,3,0,0,0,0,3,3,0,.,.,.,.,0011 0011,0111 0111,0000 0000,0000 0000,11,77,66,00,CC,00,00,FF
.,.,0,3,3,3,0,3,3,3,3,0,.,.,.,.,0011 0011,0111 0111,1000 1000,0000 0000,11,77,EE,00,CC,00,00,FF
.,.,.,0,3,3,3,0,3,3,0,.,.,.,.,.,0001 0001,1011 1011,1000 1000,0000 0000,00,BB,CC,00,EE,00,11,FF
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,.,0,0,0,.,.,.,.,.,.,.,0000 0000,0000 0000,0000 0000,0000 0000,00,00,00,00,FF,CC,77,FF
.,.,.,.,.,0,2,2,2,0,.,.,.,.,.,.,0000 0000,1110 0000,0000 0000,0000 0000,00,E0,80,00,FF,88,33,FF
.,.,.,.,0,2,2,2,2,2,0,.,0,.,.,.,0001 0000,1111 0000,0000 0000,0000 0000,00,F0,C0,00,FF,00,11,77
.,.,.,.,0,2,2,2,2,2,0,0,2,0,.,.,0001 0000,1111 0000,0010 0000,0000 0000,00,F0,C0,80,FF,00,00,33
.,.,.,.,0,2,2,2,0,0,2,2,2,0,.,.,0001 0000,1100 0000,1110 0000,0000 0000,00,C0,30,80,FF,00,00,33
.,.,.,.,0,2,0,0,2,2,2,2,0,.,.,.,0001 0000,0011 0000,1100 0000,0000 0000,00,30,F0,00,FF,00,00,77
.,.,.,.,0,0,2,2,2,2,0,0,0,.,.,.,0000 0000,1111 0000,0000 0000,0000 0000,00,F0,C0,00,FF,00,00,77
.,.,.,0,2,2,2,2,0,0,1,0,0,.,.,.,0011 0000,1100 0000,0000 1000,0000 0000,00,C0,02,00,EE,00,00,77
.,.,0,2,2,2,0,0,1,1,1,1,1,0,.,.,0111 0000,0000 0011,0000 1110,0000 0000,10,03,0F,08,CC,00,00,33
.,.,0,2,0,0,1,1,1,1,1,1,1,0,.,.,0100 0000,0000 1111,0000 1110,0000 0000,10,0F,0F,08,CC,00,00,33
.,.,.,0,0,2,0,1,1,1,1,0,0,.,.,.,0001 0000,0000 0111,0000 1000,0000 0000,00,07,0E,00,EE,00,00,77
.,.,.,0,2,2,2,0,0,1,0,.,.,.,.,.,0011 0000,1000 0001,0000 0000,0000 0000,00,81,04,00,EE,00,11,FF
.,.,.,.,0,0,2,2,2,0,.,.,.,.,.,.,0010 0000,0110 0000,0000 0000,0000 0000,00,60,80,00,FF,00,33,FF
.,.,.,0,2,2,0,2,2,2,0,.,.,.,.,.,0001 0000,1011 0000,0000 0000,0000 0000,00,B0,C0,00,EE,00,11,FF
.,.,.,0,2,2,0,2,2,2,2,0,.,.,.,.,0001 0000,1011 0000,1000 0000,0000 0000,00,B0,E0,00,EE,00,00,FF
.,.,.,0,2,2,0,2,2,2,0,.,.,.,.,.,0001 0000,1011 0000,0000 0000,0000 0000,00,B0,C0,00,EE,00,11,FF
.,.,0,2,2,0,2,2,2,2,0,.,.,.,.,.,0001 0000,1010 0000,0000 0000,0000 0000,10,A0,C0,00,CC,00,11,FF
.,.,0,2,2,2,0,0,2,2,2,0,.,.,.,.,0010 0000,1001 0000,1000 0000,0000 0000,10,90,E0,00,CC,00,00,FF
.,.,0,2,2,2,2,2,0,2,2,0,.,.,.,.,0010 0000,1111 0000,1000 0000,0000 0000,10,F0,60,00,CC,00,00,FF
.,.,.,0,2,2,2,2,0,2,2,0,.,.,.,.,0010 0000,1111 0000,0000 0000,0000 0000,00,F0,60,00,EE,00,00,FF
.,.,.,.,0,0,2,0,0,2,2,0,.,.,.,.,0011 0000,0100 0000,1000 0000,0000 0000,00,40,60,00,FF,00,00,FF
.,.,.,0,2,2,0,0,2,2,2,0,.,.,.,.,0011 0000,0011 0000,1000 0000,0000 0000,00,30,E0,00,EE,00,00,FF
.,.,.,0,2,2,2,2,2,2,2,0,.,.,.,.,0011 0000,1111 0000,1000 0000,0000 0000,00,F0,E0,00,EE,00,00,FF
.,.,0,2,2,2,2,2,2,2,2,2,0,.,.,.,0111 0000,1111 0000,1000 0000,0000 0000,10,F0,F0,00,CC,00,00,77
.,.,0,2,2,2,2,2,2,2,2,2,0,.,.,.,0111 0000,1111 0000,1100 0000,0000 0000,10,F0,F0,00,CC,00,00,77
..,.,0,2,2,2,2,2,2,2,2,2,0,.,.,.,0111 0000,1111 0000,1100 0000,0000 0000,#VALUE!,F0,F0,00,44,00,00,77
.,.,.,0,2,2,2,2,2,2,2,2,0,.,.,.,0011 0000,1111 0000,1100 0000,0000 0000,00,F0,F0,00,EE,00,00,77
.,.,.,.,0,0,2,2,2,2,2,0,.,.,.,.,0000 0000,1111 0000,1000 0000,0000 0000,00,F0,E0,00,FF,00,00,FF
.,.,.,.,0,0,0,0,0,0,0,.,.,.,.,.,0000 0000,0000 0000,0000 0000,0000 0000,00,00,00,00,FF,00,11,FF
.,.,.,0,3,3,0,0,0,0,3,3,0,.,.,.,0011 0011,0111 0111,0000 0000,0000 0000,00,77,33,00,EE,00,00,77
.,.,.,0,3,3,3,0,3,3,3,3,0,.,.,.,0011 0011,0111 0111,1000 1000,0000 0000,00,77,FF,00,EE,00,00,77
.,.,.,.,0,3,3,3,0,3,3,0,.,.,.,.,0001 0001,1011 1011,1000 1000,0000 0000,00,BB,66,00,FF,00,00,FF
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0000 0000,0000 0000,0000 0000,0000 0000,00,00,00,00,FF,EE,33,FF
.,.,.,.,.,.,0,2,2,2,0,.,.,.,.,.,0000 0000,1110 0000,0000 0000,0000 0000,00,E0,C0,00,FF,CC,11,FF
.,.,.,.,.,0,2,2,2,2,2,0,.,0,.,.,0001 0000,1111 0000,0000 0000,0000 0000,00,F0,E0,00,FF,88,00,BB
.,.,.,.,.,0,2,2,2,2,2,0,0,2,0,.,0001 0000,1111 0000,0010 0000,0000 0000,00,F0,E0,40,FF,88,00,11
.,.,.,.,.,0,2,2,2,0,0,2,2,2,0,.,0001 0000,1100 0000,1110 0000,0000 0000,00,C0,90,C0,FF,88,00,11
.,.,.,.,.,0,2,0,0,2,2,2,2,0,.,.,0001 0000,0011 0000,1100 0000,0000 0000,00,30,70,80,FF,88,00,33
.,.,.,.,.,0,0,2,2,2,2,0,0,0,.,.,0000 0000,1111 0000,0000 0000,0000 0000,00,F0,E0,00,FF,88,00,33
.,.,.,.,0,2,2,2,2,0,0,1,0,0,.,.,0011 0000,1100 0000,0000 1000,0000 0000,00,C0,81,00,FF,00,00,33
.,.,.,0,2,2,2,0,0,1,1,1,1,1,0,.,0111 0000,0000 0011,0000 1110,0000 0000,00,03,07,0C,EE,00,00,11
.,.,.,0,2,0,0,1,1,1,1,1,1,1,0,.,0100 0000,0000 1111,0000 1110,0000 0000,00,0F,0F,0C,EE,00,00,11
.,.,.,.,0,0,2,0,1,1,1,1,0,0,.,.,0001 0000,0000 0111,0000 1000,0000 0000,00,07,0F,00,FF,00,00,33
.,.,.,.,0,2,2,2,0,0,1,0,.,.,.,.,0011 0000,1000 0001,0000 0000,0000 0000,00,81,02,00,FF,00,00,FF
.,.,.,.,.,0,0,2,2,2,0,.,.,.,.,.,0010 0000,0110 0000,0000 0000,0000 0000,00,60,C0,00,FF,88,11,FF
.,.,.,.,0,2,2,0,2,2,2,0,.,.,.,.,0001 0000,1011 0000,0000 0000,0000 0000,00,B0,E0,00,FF,00,00,FF
.,.,.,.,0,2,2,0,2,2,2,2,0,.,.,.,0001 0000,1011 0000,1000 0000,0000 0000,00,B0,F0,00,FF,00,00,77
.,.,.,.,0,2,2,0,2,2,2,0,.,.,.,.,0001 0000,1011 0000,0000 0000,0000 0000,00,B0,E0,00,FF,00,00,FF
.,.,.,0,2,2,0,2,2,2,2,0,.,.,.,.,0001 0000,1010 0000,0000 0000,0000 0000,00,A0,E0,00,EE,00,00,FF
.,.,.,0,2,2,2,0,0,2,2,2,0,.,.,.,0010 0000,1001 0000,1000 0000,0000 0000,00,90,70,00,EE,00,00,77
.,.,.,0,2,2,2,2,2,0,2,2,0,.,.,.,0010 0000,1111 0000,1000 0000,0000 0000,00,F0,B0,00,EE,00,00,77
.,.,.,.,0,2,2,2,2,0,2,2,0,.,.,.,0010 0000,1111 0000,0000 0000,0000 0000,00,F0,B0,00,FF,00,00,77
.,.,.,.,.,0,0,2,0,0,2,2,0,.,.,.,0011 0000,0100 0000,1000 0000,0000 0000,00,40,30,00,FF,88,00,77
.,.,.,.,0,2,2,0,0,2,2,2,0,.,.,.,0011 0000,0011 0000,1000 0000,0000 0000,00,30,70,00,FF,00,00,77
.,.,.,.,0,2,2,2,2,2,2,2,0,.,.,.,0011 0000,1111 0000,1000 0000,0000 0000,00,F0,F0,00,FF,00,00,77
.,.,.,0,2,2,2,2,2,2,2,2,2,0,.,.,0111 0000,1111 0000,1000 0000,0000 0000,00,F0,F0,80,EE,00,00,33
.,.,.,0,2,2,2,2,2,2,2,2,2,0,.,.,0111 0000,1111 0000,1100 0000,0000 0000,00,F0,F0,80,EE,00,00,33
.,.,.,0,2,2,2,2,2,2,2,2,2,0,.,.,0111 0000,1111 0000,1100 0000,0000 0000,00,F0,F0,80,EE,00,00,33
.,.,.,.,0,2,2,2,2,2,2,2,2,0,.,.,0011 0000,1111 0000,1100 0000,0000 0000,00,F0,F0,80,FF,00,00,33
.,.,.,.,.,0,0,2,2,2,2,2,0,.,.,.,0000 0000,1111 0000,1000 0000,0000 0000,00,F0,F0,00,FF,88,00,77
.,.,.,.,.,0,0,0,0,0,0,0,.,.,.,.,0000 0000,0000 0000,0000 0000,0000 0000,00,00,00,00,FF,88,00,FF
.,.,.,.,0,3,3,0,0,0,0,3,3,0,.,.,0011 0011,0111 0111,0000 0000,0000 0000,00,77,11,88,FF,00,00,33
.,.,.,.,0,3,3,3,0,3,3,3,3,0,.,.,0011 0011,0111 0111,1000 1000,0000 0000,00,77,77,88,FF,00,00,33
.,.,.,.,.,0,3,3,3,0,3,3,0,.,.,.,0001 0001,1011 1011,1000 1000,0000 0000,00,BB,BB,00,FF,88,00,77
