T01 █ Bedrock ,,,,,,,,,
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
,,,,,,,,,
,,,,,,,,,
T04 ╨ Bedrock + Wall Bottom,,,,,,,,,
0,0,0,0,2,0,0,2,00,90
0,0,0,0,0,2,2,0,00,60
0,0,0,0,0,0,0,0,00,00
0,0,0,0,0,0,0,0,00,00
2,2,0,0,0,0,0,0,C0,00
0,0,2,0,0,0,0,2,20,10
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,2,0,0,0,0,2,20,10
2,2,2,2,2,2,0,2,F0,D0
2,0,2,2,2,2,2,2,B0,F0
2,2,2,2,0,2,2,2,F0,70
2,2,2,2,2,2,2,2,F0,F0
0,0,0,0,0,0,0,0,00,00
,,,,,,,,,
,,,,,,,,,
T05 ╟ Bedrock + Wall Left ,,,,,,,,,
0,2,2,2,2,0,0,2,70,90
2,0,2,2,0,2,2,0,B0,60
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,0,0,0,0,0,60,00
0,2,2,2,0,0,0,2,70,10
0,2,2,2,0,0,2,0,70,20
0,2,0,2,0,0,2,0,50,20
0,2,2,2,0,0,2,0,70,20
0,2,2,2,0,0,2,0,70,20
0,2,2,2,0,0,0,2,70,10
0,0,2,2,0,0,0,0,30,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,2,2,0,70,60
0,2,0,2,2,0,0,2,50,90
,,,,,,,,,
,,,,,,,,,
T06 ╮ Rounded top right,,,,,,,,,
0,0,0,0,2,2,2,2,00,F0
2,2,2,2,0,2,2,2,F0,70
2,0,2,2,2,0,2,2,B0,B0
2,2,2,2,2,2,0,2,F0,D0
2,2,2,2,2,2,0,2,F0,D0
2,2,2,2,0,2,2,0,F0,60
0,0,2,2,2,2,2,0,30,E0
0,0,2,2,2,2,2,0,30,E0
0,0,0,2,2,2,2,0,10,E0
0,0,0,2,2,0,2,0,10,A0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
T07 ╭ Rounded top left,,,,,,,,,
2,2,2,2,0,0,0,0,F0,00
2,2,2,0,2,2,2,2,E0,F0
2,2,0,2,2,2,2,2,D0,F0
2,0,2,2,0,2,2,2,B0,70
2,0,2,2,2,2,2,0,B0,E0
0,2,2,2,2,2,2,2,70,F0
0,2,2,2,2,2,0,0,70,C0
0,2,2,2,0,2,0,0,70,40
0,2,2,2,2,0,0,0,70,80
0,2,0,2,2,0,0,0,50,80
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,0,2,2,0,0,0,0,30,00
0,2,2,2,0,0,0,0,70,00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
T08 ╰ Rounded bottom left,,,,,,,,,
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,0,2,0,0,0,0,50,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,2,0,0,0,70,80
0,2,2,2,2,0,0,0,70,80
0,2,2,2,2,2,0,0,70,C0
0,2,2,0,2,2,0,0,60,C0
0,2,2,2,2,2,2,2,70,F0
2,0,2,2,2,2,2,2,B0,F0
2,0,2,2,2,2,2,2,B0,F0
2,2,0,2,2,0,2,2,D0,B0
2,2,2,0,2,2,2,2,E0,F0
2,2,2,2,0,0,0,0,F0,00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
T09  ╯ Rounded bottom right,,,,,,,,,
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,2,2,2,0,2,10,D0
0,0,0,2,2,2,2,0,10,E0
0,0,2,2,2,2,2,0,30,E0
0,0,2,2,2,2,2,0,30,E0
2,2,2,2,0,2,2,0,F0,60
2,2,2,2,2,2,0,2,F0,D0
2,2,2,2,2,2,0,2,F0,D0
2,0,2,2,2,0,2,2,B0,B0
2,2,2,2,0,2,2,2,F0,70
0,0,0,0,2,2,2,2,00,F0
,,,,,,,,,
,,,,,,,,,
T10  ┐ Corner top right,,,,,,,,,
0,0,0,0,2,2,2,2,00,F0
0,0,0,0,2,2,2,2,00,F0
0,0,0,0,2,2,2,2,00,F0
0,0,0,0,2,2,2,2,00,F0
2,2,0,0,0,0,0,0,C0,00
0,0,2,0,0,0,0,2,20,10
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,2,0,0,0,0,2,20,10
2,2,0,0,0,0,0,0,C0,00
0,0,0,0,0,0,0,0,00,00
0,0,0,0,0,0,0,0,00,00
0,0,0,0,0,2,2,0,00,60
0,0,0,0,2,0,0,2,00,90
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
T11 -  ┌ Corner top left,,,,,,,,,
2,2,2,2,2,0,0,2,F0,90
2,2,2,2,0,2,2,0,F0,60
2,2,2,2,0,0,0,0,F0,00
2,2,2,2,0,0,0,0,F0,00
2,2,0,0,0,0,0,0,C0,00
0,0,2,0,0,0,0,2,20,10
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,2,0,0,0,0,2,20,10
2,2,0,0,0,0,0,0,C0,00
0,0,0,0,0,0,0,0,00,00
0,0,0,0,0,0,0,0,00,00
0,0,0,0,0,2,2,0,00,60
0,0,0,0,2,0,0,2,00,90
,,,,,,,,,
,,,,,,,,,
T12 └ Corner bottom left,,,,,,,,,
0,0,0,0,2,0,0,2,00,90
0,0,0,0,0,2,2,0,00,60
0,0,0,0,0,0,0,0,00,00
0,0,0,0,0,0,0,0,00,00
2,2,0,0,0,0,0,0,C0,00
0,0,2,0,0,0,0,2,20,10
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,2,0,0,0,0,2,20,10
2,2,0,0,0,0,0,0,C0,00
2,2,2,2,0,0,0,0,F0,00
2,2,2,2,0,0,0,0,F0,00
2,2,2,2,0,2,2,0,F0,60
2,2,2,2,2,0,0,2,F0,90
,,,,,,,,,
T13  ┘ Corner bottom right,,,,,,,,,
0,0,0,0,2,0,0,2,00,90
0,0,0,0,0,2,2,0,00,60
0,0,0,0,0,0,0,0,00,00
0,0,0,0,0,0,0,0,00,00
2,2,0,0,0,0,0,0,C0,00
0,0,2,0,0,0,0,2,20,10
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,0,2,0,0,2,0,10,20
0,0,2,0,0,0,0,2,20,10
2,2,0,0,0,0,0,0,C0,00
0,0,0,0,2,2,2,2,00,F0
0,0,0,0,2,2,2,2,00,F0
0,0,0,0,2,2,2,2,00,F0
0,0,0,0,2,2,2,2,00,F0
,,,,,,,,,
,,,,,,,,,
T14 - ╞ Platform left end,,,,,,,,,
2,2,2,0,0,0,0,0,E0,00
2,2,0,2,2,2,2,2,D0,F0
2,0,2,2,2,2,2,2,B0,F0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,0,2,2,2,2,A0,F0
0,2,2,2,2,0,0,0,70,80
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,0,0,0,0,70,00
0,2,2,2,2,0,0,0,70,80
0,2,2,2,2,2,0,2,70,D0
2,0,2,2,2,2,2,2,B0,F0
2,0,2,2,0,2,2,2,B0,70
2,2,0,2,2,2,0,2,D0,D0
2,2,2,0,0,0,2,0,E0,20
,,,,,,,,,
,,,,,,,,,
T15 ═ Platform top+bottom,,,,,,,,,
0,0,0,0,0,0,0,0,00,00
2,2,2,2,2,2,2,2,F0,F0
2,0,2,2,2,2,2,2,B0,F0
2,2,2,2,2,2,0,2,F0,D0
2,2,2,0,2,2,2,2,E0,F0
0,0,0,0,0,0,0,0,00,00
0,0,2,2,0,0,0,0,30,00
0,2,0,2,0,0,0,0,50,00
0,2,0,2,0,0,0,0,50,00
0,2,2,0,0,0,0,0,60,00
0,0,0,0,0,0,0,0,00,00
2,2,2,2,2,2,0,2,F0,D0
2,0,2,2,2,2,2,2,B0,F0
2,2,2,2,0,2,2,2,F0,70
2,2,2,2,2,2,2,2,F0,F0
0,0,0,0,0,0,0,0,00,00
,,,,,,,,,
,,,,,,,,,
T16 ╡ Platform right end,,,,,,,,,
0,0,0,0,0,2,2,2,00,70
2,2,2,2,2,0,2,2,F0,B0
2,0,2,2,2,2,0,2,B0,D0
2,2,2,2,2,2,0,2,F0,D0
2,2,2,0,2,2,2,0,E0,E0
0,0,0,2,2,2,2,0,10,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,0,2,2,2,0,00,E0
0,0,0,2,2,2,2,0,10,E0
2,2,2,2,2,2,2,0,F0,E0
2,0,2,2,2,2,0,2,B0,D0
2,2,2,2,2,2,0,2,F0,D0
2,2,2,2,2,0,2,2,F0,B0
0,0,0,0,0,2,2,2,00,70
,,,,,,,,,
,,,,,,,,,
T17 ╘ Platform no bottom left,,,,,,,,,
0,0,2,0,0,0,0,0,20,00
2,2,0,2,2,2,2,2,D0,F0
2,0,2,2,2,2,2,2,B0,F0
2,2,2,2,2,2,0,2,F0,D0
2,2,2,0,2,2,2,2,E0,F0
0,0,0,0,0,0,0,0,00,00
0,0,2,2,0,0,0,0,30,00
0,2,0,2,0,0,0,0,50,00
0,2,0,2,0,0,0,0,50,00
0,2,2,0,0,0,0,0,60,00
0,0,0,0,0,0,0,0,00,00
2,2,0,0,0,0,0,0,C0,00
2,0,2,0,0,0,0,0,A0,00
2,2,2,2,0,2,0,0,F0,40
2,2,2,2,0,0,2,0,F0,20
2,2,2,2,0,2,0,0,F0,40
,,,,,,,,,
T18  ╛ Platform no bottom right,,,,,,,,,
0,0,0,0,0,0,0,0,00,00
2,2,2,2,2,2,2,2,F0,F0
2,0,2,2,2,2,2,2,B0,F0
2,2,2,2,2,2,0,2,F0,D0
2,2,2,0,2,2,2,2,E0,F0
0,0,0,0,0,0,0,0,00,00
0,0,2,2,0,0,0,0,30,00
0,2,0,2,0,0,0,0,50,00
0,2,0,2,0,0,0,0,50,00
0,2,2,0,0,0,0,0,60,00
0,0,0,0,0,0,0,0,00,00
0,0,0,0,0,0,2,2,00,30
0,2,2,0,0,2,2,2,60,70
0,0,2,0,2,2,2,2,20,F0
0,0,0,0,2,2,2,2,00,F0
0,0,0,0,2,2,2,2,00,F0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
T19 - Portal back tile,,,,,,,,,
2,2,2,2,2,2,2,2,F0,F0
2,0,0,0,0,0,0,2,80,10
2,2,2,2,2,2,0,2,F0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,0,2,B0,D0
2,0,2,2,2,2,2,2,B0,F0
2,0,0,0,0,0,0,2,80,10
2,2,2,2,2,2,2,2,F0,F0
